Date,Temperature,Max_Temperature,Min_Temperature,Relative_Humidity,Rainfall,Wind_Speed,Solar_Radiation
2018-06-14,16.43,22.07,12.13,85.76,0.29,1.26,15.63
2018-06-15,17.06,22.73,13.07,86.07,0.43,1.35,14.89
2018-06-16,16.85,22.54,12.43,86.27,1.4,1.51,18.45
2018-06-17,16.08,21.36,12.29,85.65,1.93,1.21,10.0
2018-06-18,15.92,20.52,13.3,88.24,1.81,1.82,9.3
2018-06-19,15.5,20.75,11.85,87.94,0.45,1.95,8.81
2018-06-20,15.85,21.03,11.67,84.51,0.1,1.79,15.26
2018-06-21,16.01,21.62,11.78,83.47,0.13,2.02,12.93
2018-06-22,16.36,22.1,12.15,82.82,0.44,2.08,18.52
2018-06-23,16.4,21.91,11.92,84.92,0.35,1.62,18.98
2018-06-24,16.06,20.88,12.78,87.08,1.35,1.69,16.9
2018-06-25,15.03,19.95,11.72,85.41,5.3,1.6,10.77
2018-06-26,15.82,21.33,11.89,84.52,0.42,1.98,13.77
2018-06-27,15.8,21.82,11.4,82.48,0.2,1.77,19.94
2018-06-28,15.66,21.56,10.48,80.11,0.05,1.55,21.1
2018-06-29,15.91,21.55,12.16,86.88,1.62,2.04,15.31
2018-06-30,15.95,20.77,11.98,85.54,0.49,2.18,17.23
2018-07-01,16.19,21.58,11.78,85.13,0.79,2.24,18.41
2018-07-02,15.79,20.92,11.42,86.68,0.88,2.27,12.58
2018-07-03,15.67,20.49,12.08,87.55,1.52,2.43,12.71
2018-07-04,15.36,20.11,11.88,86.31,2.44,2.96,8.95
2018-07-05,15.39,21.75,10.52,80.97,0.34,2.25,15.95
2018-07-06,15.15,22.0,10.02,76.94,0.05,2.28,18.69
2018-07-07,14.83,20.91,10.26,80.05,0.17,2.47,19.03
2018-07-08,15.32,21.41,10.58,80.97,0.14,2.09,15.54
2018-07-09,15.43,21.06,11.37,83.36,0.61,2.05,14.43
2018-07-10,16.04,21.93,11.43,83.59,0.36,2.08,13.28
2018-07-11,15.41,20.2,11.84,84.58,0.57,2.05,11.26
2018-07-12,15.82,21.39,11.95,84.1,0.37,2.01,14.09
2018-07-13,15.97,21.56,11.95,85.26,1.34,1.88,12.17
2018-07-14,15.42,20.33,12.11,86.11,1.73,1.78,10.97
2018-07-15,15.85,22.57,11.07,81.12,0.15,1.93,13.84
2018-07-16,15.27,22.45,10.05,78.71,0.1,1.95,20.19
2018-07-17,15.54,22.58,9.56,75.07,0.05,1.73,24.59
2018-07-18,15.28,20.72,10.7,76.57,0.02,2.26,16.94
2018-07-19,15.39,21.6,10.35,80.04,0.09,2.03,18.85
2018-07-20,15.3,20.92,11.49,82.23,0.3,2.04,15.93
2018-07-21,15.11,21.45,11.31,83.18,0.83,2.38,8.7
2018-07-22,15.41,21.63,10.85,82.19,0.26,2.39,14.65
2018-07-23,14.78,20.65,10.71,81.54,0.18,2.69,14.17
2018-07-24,14.87,20.82,10.38,80.44,0.14,2.21,12.83
2018-07-25,15.11,21.31,10.66,82.31,0.37,2.06,12.14
2018-07-26,15.37,21.29,10.83,80.98,0.25,2.1,13.62
2018-07-27,14.89,19.45,10.8,82.7,0.32,1.7,20.96
2018-07-28,16.04,22.93,10.15,75.92,0.04,1.47,21.43
2018-07-29,16.39,21.5,10.93,81.86,0.73,1.19,16.51
2018-07-30,16.45,21.62,12.69,84.16,1.59,1.42,19.15
2018-07-31,16.66,21.92,13.02,83.3,0.68,1.75,16.44
2018-08-01,16.88,23.0,12.75,81.23,0.23,1.92,20.61
2018-08-02,17.2,24.64,11.98,77.8,0.08,1.6,24.77
2018-08-03,17.5,24.33,12.47,77.11,0.1,1.57,23.89
2018-08-04,16.66,23.32,11.77,76.3,0.19,2.03,19.93
2018-08-05,16.0,23.17,10.78,76.24,0.39,2.33,17.05
2018-08-06,16.28,23.46,11.62,74.6,0.15,2.5,20.09
2018-08-07,16.06,24.76,10.36,63.74,0.05,2.01,24.99
2018-08-08,16.18,24.08,9.93,68.25,0.11,1.46,21.16
2018-08-09,17.01,24.09,10.89,74.18,0.15,1.58,22.19
2018-08-10,17.12,24.13,11.98,73.61,0.42,1.88,20.67
2018-08-11,16.32,23.97,11.04,68.35,0.22,2.87,20.25
2018-08-12,16.18,24.11,10.71,72.35,0.14,2.56,20.9
2018-08-13,16.17,24.29,10.49,68.43,0.06,2.67,15.75
2018-08-14,16.47,24.83,10.65,69.8,0.06,2.28,24.86
2018-08-15,16.12,23.86,10.25,73.68,0.51,2.09,18.23
2018-08-16,16.19,23.91,10.58,72.11,0.26,2.01,11.05
2018-08-17,16.52,22.4,11.58,78.57,0.8,1.67,17.49
2018-08-18,16.29,22.07,12.52,79.98,0.36,2.19,16.07
2018-08-19,16.54,21.95,12.49,76.19,0.2,2.2,14.4
2018-08-20,16.44,23.55,11.73,74.39,0.16,2.15,16.42
2018-08-21,17.13,24.6,11.16,72.78,0.16,2.04,17.05
2018-08-22,17.76,24.85,11.54,73.09,0.08,1.56,20.68
2018-08-23,17.33,23.25,12.93,76.79,0.23,1.64,15.77
2018-08-24,17.33,23.67,12.55,77.01,0.88,1.51,15.0
2018-08-25,17.43,25.0,11.35,70.18,0.68,2.3,18.96
2018-08-26,18.17,24.79,12.72,76.25,0.96,1.89,16.97
2018-08-27,17.62,23.28,13.22,78.61,2.47,1.81,18.28
2018-08-28,16.87,21.87,13.24,80.66,3.28,1.82,14.9
2018-08-29,15.71,20.76,12.48,81.44,0.59,2.07,10.91
2018-08-30,16.31,23.18,10.95,72.16,0.13,2.42,18.19
2018-08-31,16.67,22.84,11.52,76.51,0.31,2.06,12.41
2018-09-01,17.41,24.47,12.02,73.92,0.28,2.07,14.17
2018-09-02,17.48,24.01,12.86,75.77,0.38,2.13,12.91
2018-09-03,17.36,24.24,13.05,71.67,0.48,2.13,15.22
2018-09-04,17.5,23.8,12.34,75.24,1.17,2.37,16.79
2018-09-05,17.33,24.04,11.9,69.12,0.61,3.09,19.78
2018-09-06,17.49,24.25,12.11,71.62,0.64,3.34,21.95
2018-09-07,18.32,26.68,11.68,65.35,0.06,3.0,24.77
2018-09-08,18.3,27.0,12.56,65.83,0.24,3.01,24.81
2018-09-09,19.26,28.07,12.58,63.82,0.1,2.48,26.52
2018-09-10,19.72,27.86,13.76,67.69,0.37,2.86,24.07
2018-09-11,18.93,27.65,13.16,64.57,0.23,3.24,23.27
2018-09-12,18.59,27.23,12.44,63.08,0.11,3.15,26.34
2018-09-13,19.17,27.93,12.6,66.34,0.58,2.93,22.57
2018-09-14,19.9,28.4,13.62,63.62,0.05,2.85,24.33
2018-09-15,19.04,28.34,12.41,58.42,0.05,2.63,26.99
2018-09-16,18.71,28.74,11.27,57.51,0.06,2.28,28.11
2018-09-17,19.03,29.06,10.85,56.17,0.01,2.11,26.08
2018-09-18,18.81,27.66,11.85,60.9,0.06,2.21,26.26
2018-09-19,18.42,26.48,11.71,61.88,0.1,2.14,25.24
2018-09-20,18.89,28.14,11.8,58.62,0.05,2.54,26.7
2018-09-21,19.69,27.88,13.03,65.16,0.35,2.82,24.12
2018-09-22,19.03,26.52,13.8,67.27,0.42,3.19,19.44
2018-09-23,18.78,26.91,13.16,63.38,0.21,3.09,24.8
2018-09-24,18.71,26.93,12.7,65.94,0.28,3.31,27.2
2018-09-25,19.3,27.66,13.37,67.86,1.17,3.32,23.23
2018-09-26,20.23,29.12,13.31,61.89,0.43,3.33,25.68
2018-09-27,18.38,24.86,14.32,72.31,1.0,3.16,19.96
2018-09-28,19.58,27.32,14.11,71.42,0.42,3.35,22.49
2018-09-29,19.25,27.83,13.45,66.13,0.26,3.32,23.73
2018-09-30,19.51,29.23,12.85,55.36,0.01,2.98,25.56
2018-10-01,18.81,27.66,11.98,59.37,0.01,2.85,26.58
2018-10-02,19.03,27.02,13.03,63.38,0.08,3.24,22.82
2018-10-03,19.62,28.22,13.39,64.03,0.57,3.44,25.2
2018-10-04,19.57,28.0,13.43,63.64,0.9,3.28,21.85
2018-10-05,20.12,29.0,13.79,64.67,0.64,3.27,26.08
2018-10-06,20.71,29.43,14.48,64.73,1.07,3.19,25.19
2018-10-07,20.73,28.73,14.44,63.7,0.87,2.58,24.3
2018-10-08,18.96,25.12,14.73,73.03,3.24,2.53,18.93
2018-10-09,19.22,26.53,14.16,69.26,0.57,3.19,18.25
2018-10-10,19.0,26.98,13.05,64.99,0.18,3.72,20.47
2018-10-11,19.55,28.34,13.29,60.32,0.33,3.16,26.0
2018-10-12,20.5,29.26,13.12,55.69,0.02,2.76,25.72
2018-10-13,20.86,28.46,14.72,61.13,0.21,2.92,23.0
2018-10-14,20.45,28.25,14.28,58.55,0.06,2.77,25.62
2018-10-15,20.93,29.02,14.62,59.53,0.37,2.62,23.87
2018-10-16,21.05,29.69,14.48,58.86,0.2,3.03,25.76
2018-10-17,20.76,28.95,14.87,63.43,1.05,3.2,24.47
2018-10-18,20.44,27.47,15.64,69.18,1.65,3.9,21.32
2018-10-19,19.96,26.2,15.62,70.78,2.87,3.83,21.13
2018-10-20,19.71,27.26,14.46,65.57,0.65,3.99,24.24
2018-10-21,19.76,27.2,13.49,60.93,0.09,4.05,22.94
2018-10-22,18.77,26.21,13.21,65.53,0.53,4.27,21.43
2018-10-23,17.3,24.09,13.0,71.37,2.95,3.79,10.0
2018-10-24,18.55,27.02,11.9,66.87,2.05,2.98,13.37
2018-10-25,18.44,25.34,14.11,76.82,6.76,3.51,11.59
2018-10-26,18.63,25.5,13.09,77.59,5.66,3.38,16.81
2018-10-27,18.65,26.15,13.66,75.14,2.78,3.51,14.7
2018-10-28,18.78,25.76,14.11,71.36,1.57,2.82,18.56
2018-10-29,19.31,26.48,14.25,73.79,0.96,3.3,20.84
2018-10-30,19.25,25.63,14.63,70.02,0.23,3.48,19.45
2018-10-31,19.38,26.53,13.89,71.35,0.38,3.61,23.74
2018-11-01,18.92,25.79,15.38,79.84,3.07,3.9,23.26
2018-11-02,19.01,24.85,15.67,79.69,20.04,4.36,19.35
2018-11-03,19.1,25.58,15.1,76.36,1.46,3.99,19.29
2018-11-04,19.35,26.81,14.17,66.23,0.13,3.36,21.01
2018-11-05,19.28,27.5,13.4,63.61,0.08,2.86,25.1
2018-11-06,19.43,27.51,13.86,66.39,0.09,2.97,25.62
2018-11-07,20.11,28.01,13.91,66.82,0.11,2.97,25.56
2018-11-08,20.53,28.47,14.68,66.47,0.16,3.15,26.37
2018-11-09,20.49,27.92,15.1,68.28,0.57,2.87,20.77
2018-11-10,20.04,27.39,15.01,69.57,0.36,3.1,21.78
2018-11-11,19.25,25.58,14.64,74.3,8.71,3.02,19.68
2018-11-12,19.65,27.02,13.81,70.92,3.16,3.14,23.23
2018-11-13,19.17,25.95,14.24,75.38,2.03,3.59,22.16
2018-11-14,19.22,25.89,14.5,76.05,3.9,3.54,24.82
2018-11-15,19.82,26.75,14.53,68.31,0.31,3.53,25.62
2018-11-16,19.51,27.98,12.45,62.57,0.01,2.78,27.71
2018-11-17,19.98,26.95,14.98,74.88,1.33,2.91,20.58
2018-11-18,20.18,26.43,15.55,73.06,1.53,3.42,24.42
2018-11-19,19.35,25.3,15.19,79.97,2.46,3.7,21.78
2018-11-20,19.67,25.55,15.71,78.57,4.06,4.21,20.18
2018-11-21,19.38,25.75,15.81,80.54,4.47,4.31,19.1
2018-11-22,19.66,25.82,15.72,74.76,1.98,3.99,20.34
2018-11-23,19.62,25.95,14.66,71.37,0.36,3.62,22.47
2018-11-24,19.32,25.85,14.94,73.35,1.88,4.18,24.15
2018-11-25,18.96,25.41,14.94,77.86,5.88,4.02,19.94
2018-11-26,19.1,25.2,15.01,77.1,0.92,3.81,17.95
2018-11-27,19.37,25.96,14.53,76.42,1.58,3.42,19.97
2018-11-28,19.27,25.64,14.72,77.9,3.68,3.66,21.5
2018-11-29,18.72,24.43,15.63,81.38,4.6,4.42,20.82
2018-11-30,18.73,25.0,14.04,75.55,0.6,4.62,22.97
2018-12-01,18.63,24.42,15.14,81.9,6.77,4.19,17.08
2018-12-02,18.86,25.17,14.88,79.9,4.44,3.28,17.59
2018-12-03,18.9,25.32,14.73,79.98,8.82,3.13,20.82
2018-12-04,19.07,24.03,15.58,82.44,14.81,3.69,14.71
2018-12-05,19.24,25.38,15.29,77.75,0.41,3.83,19.75
2018-12-06,19.39,25.45,15.04,76.96,1.99,3.19,20.62
2018-12-07,19.57,26.04,15.18,74.92,0.07,3.46,23.08
2018-12-08,18.33,23.01,14.84,84.53,23.4,2.95,17.41
2018-12-09,19.0,24.81,14.63,81.21,2.54,3.04,19.24
2018-12-10,18.03,21.76,15.06,87.25,5.65,1.43,15.22
2018-12-11,17.46,21.84,14.63,80.53,11.34,1.67,12.44
2018-12-12,18.59,24.84,13.28,76.84,0.63,2.45,19.35
2018-12-13,18.52,23.76,14.83,81.38,1.94,3.43,20.2
2018-12-14,17.57,21.64,15.33,88.82,45.78,2.72,18.61
2018-12-15,17.54,22.16,14.29,87.0,3.88,3.01,18.72
2018-12-16,18.27,23.44,13.81,81.92,0.03,2.61,24.99
2018-12-17,17.99,24.15,13.43,79.82,0.08,2.61,25.25
2018-12-18,18.51,24.8,13.8,78.41,0.17,2.77,23.41
2018-12-19,18.32,23.67,14.26,81.44,0.34,2.67,15.78
2018-12-20,17.99,23.26,13.98,76.86,0.05,2.24,20.53
2018-12-21,18.62,24.72,13.6,75.17,0.24,2.74,22.75
2018-12-22,18.96,24.96,14.85,78.86,1.03,3.04,23.71
2018-12-23,18.96,24.76,14.49,78.34,0.14,3.17,23.15
2018-12-24,18.69,24.55,14.27,75.25,0.12,3.64,24.2
2018-12-25,18.47,24.46,14.03,77.84,0.54,3.61,25.37
2018-12-26,18.19,24.42,12.31,73.65,0.02,3.36,24.55
2018-12-27,18.19,23.87,13.81,78.51,0.98,3.32,23.95
2018-12-28,18.55,25.25,14.23,76.02,0.77,2.87,25.11
2018-12-29,18.68,25.45,12.68,74.03,0.69,2.7,24.19
2018-12-30,19.01,25.31,13.41,75.72,0.68,3.38,25.18
2018-12-31,18.54,24.35,14.39,79.1,2.88,3.57,22.3
2019-01-01,18.64,24.91,14.23,76.04,0.91,3.15,25.33
2019-01-02,18.7,26.01,12.4,72.93,0.12,2.83,25.68
2019-01-03,18.92,25.6,12.34,74.4,1.77,3.33,25.56
2019-01-04,18.33,22.8,15.62,85.85,6.97,4.24,18.27
2019-01-05,18.21,23.66,14.86,83.77,12.24,4.21,17.75
2019-01-06,17.89,23.26,13.83,79.2,0.22,3.04,24.23
2019-01-07,18.46,25.84,12.12,64.47,0.0,3.19,24.9
2019-01-08,18.57,25.1,13.59,67.29,0.18,3.05,16.48
2019-01-09,18.49,25.21,12.6,67.71,0.07,3.14,23.66
2019-01-10,17.68,23.4,12.68,74.43,0.46,3.19,20.38
2019-01-11,18.57,24.89,13.22,75.0,0.19,3.79,23.13
2019-01-12,17.93,23.98,11.65,65.54,0.0,3.82,26.93
2019-01-13,17.88,25.09,11.33,71.26,0.85,3.4,26.51
2019-01-14,19.19,26.25,13.0,71.41,0.21,3.2,22.84
2019-01-15,17.99,23.17,13.31,80.05,1.15,2.89,17.58
2019-01-16,18.98,25.34,14.66,69.93,0.9,2.84,17.85
2019-01-17,18.65,26.33,12.8,66.79,0.0,2.42,24.48
2019-01-18,19.76,27.84,12.34,61.55,0.0,2.77,24.79
2019-01-19,19.83,27.63,12.59,61.61,0.0,2.98,25.59
2019-01-20,20.58,29.07,12.64,56.01,0.0,2.47,25.94
2019-01-21,20.28,27.76,13.19,56.8,0.0,2.44,18.11
2019-01-22,19.81,26.32,13.79,64.55,0.01,2.73,25.28
2019-01-23,19.58,25.96,15.09,70.87,0.06,3.0,22.5
2019-01-24,19.14,27.49,12.87,67.52,0.0,3.16,26.57
2019-01-25,20.03,28.01,12.88,62.89,0.06,3.34,26.78
2019-01-26,20.22,26.96,14.9,67.53,0.03,3.39,24.14
2019-01-27,20.06,27.93,13.68,67.07,0.0,3.5,26.61
2019-01-28,19.91,27.08,13.29,66.4,0.01,3.76,25.33
2019-01-29,19.72,27.52,13.89,66.41,0.01,3.35,27.39
2019-01-30,19.34,27.74,11.87,67.58,0.01,3.09,27.32
2019-01-31,20.69,28.73,14.73,62.37,0.08,3.3,27.07
2019-02-01,19.9,27.93,12.87,64.35,0.04,3.28,26.01
2019-02-02,20.39,28.97,12.79,55.07,0.0,3.4,28.32
2019-02-03,21.02,29.99,13.44,50.06,0.0,3.02,27.89
2019-02-04,20.46,28.7,13.5,57.86,0.01,3.37,27.2
2019-02-05,19.92,26.85,13.79,64.38,0.02,4.27,25.69
2019-02-06,19.19,26.09,12.69,65.24,0.05,3.7,27.64
2019-02-07,20.59,27.23,15.28,67.78,0.1,3.62,26.2
2019-02-08,20.32,26.07,16.25,70.1,0.23,3.67,24.7
2019-02-09,20.53,27.19,15.59,66.71,0.13,3.94,25.83
2019-02-10,19.78,27.04,14.69,67.26,0.4,4.13,27.13
2019-02-11,19.86,28.61,12.39,56.23,0.0,3.56,27.14
2019-02-12,19.43,28.23,11.99,58.67,0.05,3.73,26.55
2019-02-13,19.47,27.53,12.33,64.16,0.01,4.02,25.93
2019-02-14,19.99,27.8,12.88,63.41,0.04,3.7,26.41
2019-02-15,21.1,29.88,13.06,61.52,0.21,3.48,26.39
2019-02-16,20.71,26.9,16.09,68.04,0.69,3.68,20.11
2019-02-17,21.26,29.06,15.49,61.25,0.07,3.89,24.68
2019-02-18,21.59,30.98,12.95,46.74,0.0,2.86,26.91
2019-02-19,21.78,28.68,14.16,56.7,0.22,3.18,26.22
2019-02-20,21.12,28.58,15.04,60.96,0.08,4.05,26.58
2019-02-21,20.57,27.87,15.08,62.22,0.27,4.41,23.12
2019-02-22,21.07,27.98,15.13,62.88,0.47,3.99,23.72
2019-02-23,20.22,26.72,15.4,69.8,0.86,3.59,23.05
2019-02-24,20.83,27.79,16.46,66.43,0.56,3.31,20.07
2019-02-25,20.27,27.2,15.23,66.98,0.46,3.09,24.64
2019-02-26,20.41,27.89,13.54,55.96,0.01,3.52,28.35
2019-02-27,20.46,28.78,13.62,58.09,0.07,3.52,28.69
2019-02-28,21.58,30.72,12.8,53.04,0.0,3.37,28.82
2019-03-01,22.82,32.37,14.08,46.98,0.0,2.59,28.17
2019-03-02,23.56,32.45,14.74,43.21,0.2,2.25,23.48
2019-03-03,23.76,32.53,15.96,49.3,0.37,2.38,24.95
2019-03-04,21.87,27.99,16.31,59.83,0.55,2.66,24.08
2019-03-05,21.56,28.21,16.03,59.55,0.47,3.22,24.32
2019-03-06,22.34,30.07,14.64,49.77,0.01,2.96,26.87
2019-03-07,22.83,31.63,14.37,43.91,0.01,3.02,25.5
2019-03-08,21.83,30.65,13.73,44.72,0.16,3.25,25.74
2019-03-09,21.3,29.12,14.66,48.86,0.02,3.75,27.71
2019-03-10,20.98,29.73,12.74,43.48,0.01,3.9,28.76
2019-03-11,21.42,30.0,13.43,46.39,0.03,3.46,28.35
2019-03-12,21.38,30.39,13.69,47.47,0.0,3.61,28.28
2019-03-13,21.06,30.19,12.46,49.74,0.01,3.84,28.03
2019-03-14,20.9,29.39,13.71,55.61,0.08,3.91,27.43
2019-03-15,21.16,29.44,12.69,55.92,0.06,3.79,27.34
2019-03-16,21.55,29.14,14.65,59.19,0.24,3.89,26.89
2019-03-17,22.73,30.68,15.87,54.23,0.01,3.81,27.56
2019-03-18,22.57,29.9,15.48,51.66,0.02,3.81,27.79
2019-03-19,22.08,30.38,14.15,55.03,0.0,3.79,28.35
2019-03-20,22.29,30.65,15.37,55.03,0.06,3.77,26.96
2019-03-21,22.77,31.52,14.33,51.24,0.0,3.46,27.41
2019-03-22,22.72,31.08,15.18,52.67,0.03,3.62,27.57
2019-03-23,21.57,30.36,14.35,58.69,0.4,3.78,28.2
2019-03-24,21.83,30.03,15.39,54.58,0.3,3.84,24.94
2019-03-25,22.72,31.94,13.03,48.48,0.0,2.98,25.09
2019-03-26,22.9,31.84,14.25,46.42,0.0,3.18,26.97
2019-03-27,21.79,29.52,15.04,53.43,3.47,3.9,22.7
2019-03-28,20.55,27.69,15.18,66.43,6.38,3.35,23.16
2019-03-29,21.42,29.48,14.51,64.78,0.91,3.25,26.0
2019-03-30,21.98,29.41,15.95,60.71,0.33,3.75,26.69
2019-03-31,21.87,30.16,15.71,56.8,0.34,3.35,26.22
2019-04-01,21.69,29.84,15.44,58.99,0.91,3.4,24.92
2019-04-02,21.99,30.02,15.63,57.62,0.22,3.77,26.11
2019-04-03,21.88,30.29,14.86,61.72,0.41,3.5,25.45
2019-04-04,21.33,27.76,16.79,69.25,1.61,3.98,21.47
2019-04-05,21.49,28.74,16.33,68.61,0.48,4.32,23.93
2019-04-06,21.56,29.12,15.99,62.89,0.83,4.18,26.49
2019-04-07,21.29,29.42,13.57,61.01,0.08,3.6,24.57
2019-04-08,22.72,31.23,15.66,56.89,0.15,3.23,26.36
2019-04-09,22.11,29.1,16.9,61.05,0.89,3.42,21.46
2019-04-10,21.45,27.89,16.47,58.99,0.06,3.27,24.5
2019-04-11,20.72,27.0,15.21,67.38,0.47,3.5,22.93
2019-04-12,21.69,28.91,16.26,63.26,0.14,3.79,24.47
2019-04-13,21.79,29.03,15.74,63.22,0.39,3.67,24.53
2019-04-14,22.06,29.37,16.15,58.89,0.09,3.78,21.91
2019-04-15,21.56,29.59,14.91,57.92,0.01,3.52,26.36
2019-04-16,21.89,30.54,15.34,53.93,0.03,3.26,25.91
2019-04-17,21.23,30.68,13.14,48.76,0.0,2.91,25.95
2019-04-18,22.23,31.31,14.13,53.63,0.02,2.98,24.67
2019-04-19,22.82,31.38,16.43,61.09,0.51,3.37,23.1
2019-04-20,23.21,31.74,16.36,59.13,0.7,2.75,24.72
2019-04-21,21.79,28.45,16.87,66.78,0.47,2.5,22.93
2019-04-22,22.28,30.02,16.24,64.87,0.62,2.71,21.14
2019-04-23,22.21,30.3,16.59,67.2,2.21,2.4,18.75
2019-04-24,21.2,27.43,17.29,68.52,4.42,2.46,19.52
2019-04-25,21.15,28.76,16.7,72.27,5.63,2.41,19.21
2019-04-26,20.38,27.14,16.25,79.77,15.56,2.39,17.91
2019-04-27,20.92,26.83,15.99,74.2,1.42,2.02,17.06
2019-04-28,21.84,29.27,17.1,72.24,0.78,2.8,24.47
2019-04-29,21.22,28.66,16.73,73.65,0.54,3.5,22.8
2019-04-30,20.65,27.23,16.16,75.35,0.84,3.66,20.78
2019-05-01,21.08,28.09,16.51,71.52,0.29,3.61,24.71
2019-05-02,20.92,27.66,16.29,69.86,0.3,3.14,22.74
2019-05-03,21.38,28.93,16.27,66.87,0.32,2.87,19.35
2019-05-04,20.82,28.39,15.65,71.91,1.03,3.32,19.14
2019-05-05,19.8,26.63,14.09,73.83,10.69,2.97,20.56
2019-05-06,20.31,27.27,16.0,73.22,1.8,2.89,20.69
2019-05-07,20.34,27.99,15.19,69.3,1.16,2.95,22.53
2019-05-08,20.2,27.53,14.47,66.96,0.22,2.79,21.11
2019-05-09,19.54,27.21,13.84,71.2,1.85,2.43,21.11
2019-05-10,18.17,23.18,13.27,71.27,0.15,3.02,18.18
2019-05-11,17.41,23.09,11.56,65.9,0.58,2.17,20.37
2019-05-12,19.27,27.04,12.79,68.04,0.95,2.44,18.2
2019-05-13,19.56,27.5,13.92,73.45,1.95,2.63,17.82
2019-05-14,19.69,27.39,14.78,70.27,1.26,3.44,16.93
2019-05-15,19.7,26.56,14.88,74.05,0.68,3.18,21.0
2019-05-16,20.02,27.57,14.47,71.08,0.59,3.11,20.25
2019-05-17,20.27,27.49,14.96,73.44,1.02,3.25,21.31
2019-05-18,18.69,24.74,14.55,78.8,2.76,3.3,15.28
2019-05-19,18.02,23.74,13.5,75.45,0.83,2.02,16.05
2019-05-20,18.64,26.11,13.62,73.93,0.93,2.45,18.35
2019-05-21,19.24,27.37,13.25,62.45,0.06,2.38,20.98
2019-05-22,19.77,27.69,13.81,68.76,0.98,2.43,20.35
2019-05-23,18.85,25.71,14.33,77.68,6.27,2.82,18.59
2019-05-24,18.14,24.97,14.19,75.83,2.3,2.89,17.42
2019-05-25,18.02,25.38,12.63,70.92,0.86,2.54,14.74
2019-05-26,18.46,25.82,13.23,72.81,2.18,2.56,14.92
2019-05-27,18.4,24.3,14.12,74.64,0.78,2.36,15.68
2019-05-28,18.48,24.41,13.3,73.97,0.5,2.36,18.23
2019-05-29,18.42,24.37,13.78,71.8,0.28,2.24,16.4
2019-05-30,19.33,27.25,12.5,67.0,0.29,2.02,22.16
2019-05-31,19.26,25.97,14.91,73.1,0.71,1.56,18.19
2019-06-01,19.4,26.45,14.98,76.19,2.91,1.49,19.88
2019-06-02,19.39,26.07,15.95,81.3,8.69,1.29,14.62
2019-06-03,18.66,24.52,14.37,77.84,8.85,1.64,16.4
2019-06-04,18.9,25.66,13.74,76.27,3.89,1.39,12.85
2019-06-05,17.64,22.59,14.68,82.5,5.19,2.07,11.16
2019-06-06,18.18,24.28,13.97,77.92,1.97,1.72,14.48
2019-06-07,18.69,25.13,13.56,77.42,2.43,1.4,15.15
2019-06-08,18.55,24.61,14.63,75.02,1.63,2.06,14.98
2019-06-09,17.29,21.33,14.37,82.22,1.66,2.44,6.99
2019-06-10,17.73,24.7,13.16,73.51,0.47,2.45,10.47
2019-06-11,16.27,21.78,12.07,75.76,1.16,1.64,12.82
2019-06-12,17.53,23.74,12.71,76.03,0.31,1.98,11.37
2019-06-13,18.74,25.57,13.48,72.63,0.36,2.04,17.17
2019-06-14,18.67,24.5,14.5,76.94,0.85,2.45,15.93
2019-06-15,18.64,24.46,14.81,76.06,0.97,2.09,11.69
2019-06-16,18.28,24.32,13.85,75.99,0.52,2.07,16.88
2019-06-17,17.97,24.49,12.71,69.0,0.05,1.98,20.08
2019-06-18,18.56,26.4,12.49,65.39,0.23,1.79,17.07
2019-06-19,18.89,25.96,13.18,71.79,0.3,1.22,19.77
2019-06-20,18.88,25.36,13.83,74.07,0.39,1.62,18.15
2019-06-21,18.58,25.74,13.71,76.35,0.58,1.57,13.27
2019-06-22,18.2,24.77,13.56,75.78,0.46,1.54,18.27
2019-06-23,17.59,23.35,13.15,75.65,0.36,1.32,16.24
2019-06-24,19.11,25.27,14.31,73.69,2.31,0.98,9.84
2019-06-25,17.8,22.85,15.03,81.94,10.01,1.5,14.17
2019-06-26,17.56,22.95,14.33,79.86,2.35,2.0,13.25
2019-06-27,18.34,25.22,12.96,75.28,0.78,1.7,16.55
2019-06-28,18.98,25.67,13.17,74.22,1.04,1.5,15.03
2019-06-29,19.3,26.28,13.82,69.18,0.51,1.57,21.68
2019-06-30,18.61,26.19,12.02,64.81,0.07,2.01,19.34
2019-07-01,18.54,25.06,13.73,69.56,0.17,2.01,18.94
2019-07-02,19.21,26.21,13.62,70.45,0.12,1.85,19.99
2019-07-03,18.86,25.77,13.71,69.93,0.22,2.03,14.12
2019-07-04,18.45,25.22,12.98,66.96,0.12,1.77,19.14
2019-07-05,18.64,26.03,12.19,65.96,0.12,1.68,19.86
2019-07-06,18.43,24.53,13.24,72.01,0.48,2.21,16.38
2019-07-07,18.4,25.67,13.46,70.19,0.15,2.23,16.54
2019-07-08,18.77,26.7,13.26,66.59,0.05,1.99,19.89
2019-07-09,18.71,27.16,12.72,65.64,0.09,2.0,22.48
2019-07-10,19.18,26.76,12.91,67.05,0.28,2.02,18.37
2019-07-11,19.1,26.45,14.12,68.42,0.29,3.11,19.46
2019-07-12,19.19,27.08,13.21,63.93,0.35,2.55,20.94
2019-07-13,18.32,24.29,12.92,66.29,0.43,2.57,18.23
2019-07-14,18.56,25.55,12.92,66.44,0.2,2.75,16.86
2019-07-15,17.8,25.07,12.33,67.64,0.55,3.39,18.21
2019-07-16,17.39,24.52,12.02,65.33,0.26,2.83,15.64
