Date,Temperature,Max_Temperature,Min_Temperature,Relative_Humidity,Rainfall,Wind_Speed,Solar_Radiation
2021-01-04,17.99,24.81,13.49,76.4,0.53,2.77,19.82
2021-01-05,18.43,25.64,11.94,69.37,0.03,3.0,24.23
2021-01-06,18.83,25.64,13.24,68.56,0.01,3.1,21.57
2021-01-07,18.59,26.36,11.5,62.2,0.0,2.83,26.14
2021-01-08,19.08,27.52,11.85,62.97,0.04,1.74,22.55
2021-01-09,19.56,26.68,15.07,70.02,0.44,1.29,12.52
2021-01-10,17.68,23.52,13.98,72.94,3.12,2.25,8.92
2021-01-11,17.98,24.6,12.22,70.03,0.92,2.06,16.53
2021-01-12,18.14,22.89,14.7,73.54,0.61,2.4,12.8
2021-01-13,18.98,26.12,12.78,67.02,0.11,3.05,19.97
2021-01-14,18.89,26.41,12.88,64.07,0.02,3.01,24.38
2021-01-15,19.02,27.13,12.27,66.87,0.05,2.7,26.05
2021-01-16,18.86,25.7,12.89,71.06,0.47,2.68,24.17
2021-01-17,18.85,25.65,14.41,73.52,1.25,2.31,21.05
2021-01-18,20.1,27.57,13.98,65.16,0.84,2.39,17.65
2021-01-19,19.75,26.6,13.89,63.9,0.26,3.12,18.75
2021-01-20,19.49,27.81,12.22,58.75,0.01,3.34,26.12
2021-01-21,18.85,26.04,12.68,72.15,0.68,3.44,24.36
2021-01-22,18.29,23.8,14.58,82.83,3.59,3.75,19.84
2021-01-23,18.99,25.5,14.74,74.43,1.3,4.17,23.24
2021-01-24,19.0,26.63,11.77,68.1,0.19,3.66,26.62
2021-01-25,18.92,25.8,14.27,72.33,1.75,3.82,23.88
2021-01-26,18.43,26.53,13.16,68.19,0.21,3.49,27.26
2021-01-27,18.54,27.09,11.23,59.85,0.0,3.18,27.44
2021-01-28,18.97,27.59,11.48,60.34,0.0,2.87,27.28
2021-01-29,19.6,27.83,12.04,62.56,0.03,3.1,25.78
2021-01-30,19.35,27.39,12.58,60.79,0.01,3.16,23.36
2021-01-31,18.1,26.37,11.21,55.47,0.0,3.47,28.24
2021-02-01,18.12,26.33,11.19,56.56,0.0,3.78,28.34
2021-02-02,19.42,27.37,11.15,62.28,0.04,3.31,27.41
2021-02-03,19.54,26.84,13.95,61.34,0.0,3.06,24.87
2021-02-04,20.09,29.09,12.11,56.49,0.0,2.86,26.94
2021-02-05,20.8,30.12,12.72,55.93,0.24,2.19,25.97
2021-02-06,20.5,28.62,13.49,62.17,1.02,1.66,20.16
2021-02-07,19.13,24.97,15.39,78.58,7.67,1.58,16.0
2021-02-08,18.31,23.83,14.98,81.88,12.99,2.62,8.97
2021-02-09,18.56,25.16,14.17,80.37,5.2,2.99,16.94
2021-02-10,18.77,24.82,14.66,74.32,0.89,2.68,18.22
2021-02-11,19.35,24.83,14.71,69.72,0.55,2.39,8.83
2021-02-12,19.57,26.2,14.42,71.02,1.62,2.09,18.35
2021-02-13,19.22,25.49,14.14,76.37,5.3,1.9,15.14
2021-02-14,19.6,25.45,15.11,75.67,4.0,1.25,13.56
2021-02-15,19.88,27.72,13.74,70.44,0.07,3.09,25.96
2021-02-16,19.92,28.34,12.82,65.29,0.05,3.01,25.98
2021-02-17,20.1,28.69,13.0,66.18,0.02,3.4,26.66
2021-02-18,19.49,27.55,12.19,65.14,0.0,3.25,26.65
2021-02-19,20.73,29.75,12.16,55.46,0.14,2.87,27.08
2021-02-20,19.85,26.98,12.55,64.0,0.05,2.49,23.79
2021-02-21,20.23,26.6,14.86,68.89,0.18,2.11,20.03
2021-02-22,18.64,22.12,15.93,81.03,0.98,2.55,14.16
2021-02-23,19.19,27.39,12.66,62.42,0.03,2.63,21.94
2021-02-24,19.87,27.47,12.59,60.88,0.04,3.04,22.72
2021-02-25,20.46,28.8,13.43,58.3,0.0,2.96,24.69
2021-02-26,19.66,28.0,12.73,56.08,0.0,3.02,28.99
2021-02-27,20.1,29.54,11.8,47.86,0.0,2.68,29.02
2021-02-28,20.74,30.2,12.24,46.65,0.0,2.98,28.74
2021-03-01,20.34,27.81,13.13,56.23,0.0,3.38,28.24
2021-03-02,19.88,27.61,13.33,59.67,0.0,3.68,27.62
2021-03-03,20.76,29.62,13.31,52.03,0.0,3.57,28.13
2021-03-04,20.23,27.59,13.92,63.93,0.15,3.45,22.42
2021-03-05,20.41,25.99,15.45,64.06,0.19,3.38,25.05
2021-03-06,21.67,28.52,16.25,55.9,0.02,4.08,26.15
2021-03-07,21.49,28.54,15.97,57.29,0.01,3.77,26.68
2021-03-08,21.18,29.44,13.61,53.77,0.06,3.59,26.12
2021-03-09,20.0,28.27,12.65,55.18,0.06,3.69,26.71
2021-03-10,19.66,28.34,12.33,55.4,0.09,3.66,28.6
2021-03-11,20.63,29.59,12.32,51.51,0.0,3.52,29.23
2021-03-12,20.01,28.73,12.85,55.23,0.38,3.69,28.88
2021-03-13,20.57,28.99,12.47,55.23,0.54,3.49,28.48
2021-03-14,21.07,29.79,12.35,52.4,0.21,3.34,28.12
2021-03-15,20.9,29.5,12.53,55.42,0.21,3.54,27.37
2021-03-16,19.89,26.53,14.98,67.25,3.28,4.35,23.61
2021-03-17,19.73,26.87,14.43,67.98,4.13,3.76,24.26
2021-03-18,20.16,27.86,14.84,69.2,3.23,3.45,23.35
2021-03-19,19.95,26.64,15.69,73.83,4.56,3.63,25.39
2021-03-20,19.38,26.19,15.22,75.6,10.37,4.02,24.33
2021-03-21,18.98,25.49,14.67,74.68,12.99,3.73,20.17
2021-03-22,19.59,26.95,14.16,72.34,0.22,3.55,24.93
2021-03-23,19.91,27.14,15.18,72.98,0.5,4.04,21.97
2021-03-24,20.27,27.58,15.49,68.98,0.41,3.67,25.78
2021-03-25,20.59,28.89,14.46,61.13,0.01,3.02,28.02
2021-03-26,20.67,28.87,14.77,58.85,0.01,3.12,23.98
2021-03-27,20.17,28.11,13.48,55.9,0.08,2.25,19.53
2021-03-28,20.11,27.07,15.45,66.57,0.99,2.64,22.0
2021-03-29,20.29,26.67,15.43,66.75,0.36,3.03,23.02
2021-03-30,20.01,26.88,15.26,73.0,2.93,3.44,20.05
2021-03-31,20.33,27.18,15.73,71.18,1.65,3.6,22.78
2021-04-01,20.09,27.23,15.17,71.7,2.65,3.37,22.41
2021-04-02,19.12,25.59,14.66,70.69,10.58,2.36,22.45
2021-04-03,20.4,28.26,14.15,68.86,1.04,1.93,22.99
2021-04-04,20.19,26.03,15.76,73.87,3.67,2.74,21.21
2021-04-05,20.07,26.56,15.66,74.58,1.4,3.15,19.7
2021-04-06,20.29,26.41,15.56,76.53,5.03,3.05,20.43
2021-04-07,19.69,26.4,15.64,75.98,9.01,3.87,24.74
2021-04-08,19.5,25.02,15.36,79.06,8.96,3.23,19.83
2021-04-09,20.19,26.79,15.76,73.1,1.55,2.38,21.08
2021-04-10,19.38,24.76,16.05,77.37,3.25,2.93,20.39
2021-04-11,20.19,28.02,14.59,69.34,2.37,3.31,21.16
2021-04-12,19.95,27.26,14.9,70.43,1.26,3.12,22.05
2021-04-13,19.74,26.55,14.78,73.33,0.79,2.75,21.24
2021-04-14,20.17,27.01,15.61,72.16,0.7,2.52,21.2
2021-04-15,20.24,27.81,14.54,68.0,0.61,2.41,22.45
2021-04-16,20.43,27.76,15.48,72.05,0.96,2.77,22.63
2021-04-17,20.64,27.84,15.98,71.17,0.86,3.53,23.68
2021-04-18,19.84,27.32,15.1,72.9,1.49,3.6,18.27
2021-04-19,19.17,25.69,14.76,70.66,0.8,3.16,19.85
2021-04-20,18.89,26.14,13.73,70.98,1.12,2.72,20.49
2021-04-21,19.32,26.94,13.63,68.53,2.17,2.7,19.78
2021-04-22,19.71,27.6,13.94,73.86,2.68,2.43,19.61
2021-04-23,20.16,27.31,14.85,71.63,1.91,2.94,19.82
2021-04-24,20.12,26.92,15.32,74.45,3.42,2.88,20.8
2021-04-25,19.7,26.8,15.4,76.7,7.29,2.79,18.17
2021-04-26,20.23,27.31,14.52,71.08,0.21,2.43,21.8
2021-04-27,20.31,27.45,15.3,73.76,0.72,2.95,22.16
2021-04-28,19.97,27.34,14.75,71.41,1.27,3.26,20.98
2021-04-29,19.93,27.18,14.23,72.96,2.38,2.91,22.23
2021-04-30,20.25,27.32,14.67,72.59,1.33,2.85,22.5
2021-05-01,21.07,28.69,15.38,68.21,0.86,2.65,22.3
2021-05-02,20.0,27.12,15.54,74.93,0.82,2.18,21.36
2021-05-03,19.02,25.06,14.89,78.65,6.31,2.39,18.25
2021-05-04,19.42,25.95,14.64,76.0,6.17,2.84,18.7
2021-05-05,18.68,25.85,14.27,74.9,9.63,2.16,18.62
2021-05-06,19.15,25.97,14.23,70.24,1.19,1.73,17.12
2021-05-07,18.92,25.29,14.88,77.18,2.32,2.0,17.57
2021-05-08,18.9,25.61,15.0,75.69,4.55,1.64,18.61
2021-05-09,18.85,23.89,15.28,78.48,4.18,1.13,16.21
2021-05-10,17.53,21.23,14.77,82.0,7.65,1.01,13.73
2021-05-11,16.57,19.85,13.69,88.04,17.56,1.48,13.74
2021-05-12,17.11,21.93,13.68,84.21,12.76,1.41,12.63
2021-05-13,17.1,22.19,13.53,84.01,14.01,1.64,16.69
2021-05-14,17.9,23.5,13.78,79.63,4.01,1.8,18.22
2021-05-15,18.24,24.95,12.45,75.91,0.16,1.41,22.19
2021-05-16,19.15,25.75,13.68,76.12,0.16,1.38,20.55
2021-05-17,19.31,25.91,13.78,78.42,0.17,2.28,22.81
2021-05-18,19.09,25.31,14.61,76.43,0.08,2.56,19.0
2021-05-19,18.65,25.68,13.59,72.08,0.18,2.05,17.45
2021-05-20,19.42,26.37,13.83,76.12,0.35,1.79,19.87
2021-05-21,18.69,25.34,13.51,75.27,0.28,2.08,19.17
2021-05-22,18.58,25.93,12.57,71.85,0.16,1.86,19.79
2021-05-23,18.77,25.78,13.19,75.49,0.46,1.81,18.6
2021-05-24,18.3,25.03,13.61,77.3,0.81,2.31,14.16
2021-05-25,18.2,24.82,13.16,75.0,0.24,2.02,17.92
2021-05-26,17.05,23.65,12.37,77.58,1.57,2.29,19.12
2021-05-27,17.89,25.12,12.44,74.11,0.52,2.61,19.77
2021-05-28,18.38,25.56,13.42,76.88,1.69,2.27,20.23
2021-05-29,18.17,24.98,13.6,79.08,2.71,2.56,17.95
2021-05-30,17.47,23.56,14.0,77.67,0.89,2.51,14.76
2021-05-31,17.51,24.3,13.51,75.26,0.23,2.72,20.86
2021-06-01,17.69,25.07,12.9,70.27,0.06,2.73,18.17
2021-06-02,17.75,25.21,12.39,71.48,0.04,2.08,21.96
2021-06-03,18.89,26.17,12.69,71.5,0.03,1.72,20.52
2021-06-04,18.23,24.51,14.15,76.38,0.06,2.34,17.52
2021-06-05,18.31,25.16,13.26,73.62,0.08,2.62,15.13
2021-06-06,17.37,24.12,12.41,74.92,0.19,2.7,17.14
2021-06-07,17.65,25.31,11.8,72.11,0.09,2.33,20.76
2021-06-08,17.74,25.47,11.48,72.21,0.05,2.52,17.61
2021-06-09,17.7,24.8,12.52,76.35,0.5,2.53,10.31
2021-06-10,18.28,25.81,12.83,72.72,0.09,2.22,17.75
2021-06-11,18.47,26.05,12.53,72.31,0.06,1.78,20.47
2021-06-12,18.27,25.91,12.69,72.1,0.06,2.06,13.51
2021-06-13,18.41,26.82,12.17,69.44,0.03,1.84,17.18
2021-06-14,18.74,26.02,12.53,70.86,0.08,1.77,21.03
2021-06-15,18.14,25.46,13.35,74.37,0.15,1.96,18.92
2021-06-16,17.24,22.61,13.83,77.75,0.3,1.67,11.55
2021-06-17,17.78,24.73,13.16,75.94,0.16,2.36,14.58
2021-06-18,18.01,24.8,12.5,68.21,0.03,2.1,15.73
2021-06-19,17.99,24.9,13.44,71.83,0.03,2.77,14.94
2021-06-20,17.35,24.6,12.5,73.56,0.14,2.42,12.52
2021-06-21,17.24,25.12,11.58,67.44,0.11,2.82,16.48
2021-06-22,16.9,23.54,12.04,77.57,0.77,2.94,16.65
2021-06-23,16.76,24.48,11.49,70.52,0.2,2.54,11.78
2021-06-24,17.59,25.72,11.5,68.2,0.08,2.28,19.11
2021-06-25,17.16,25.08,10.95,71.82,0.38,1.28,17.87
2021-06-26,17.09,22.74,12.61,78.88,1.71,1.59,18.64
2021-06-27,16.47,22.48,12.38,78.78,0.76,2.23,10.76
2021-06-28,16.46,23.74,10.75,69.78,0.44,2.62,17.9
2021-06-29,17.39,24.8,11.67,70.52,0.13,2.93,16.14
2021-06-30,17.88,26.0,11.3,65.67,0.07,2.24,16.62
2021-07-01,18.16,25.16,12.36,70.59,0.32,1.66,20.8
2021-07-02,18.14,25.22,13.4,70.0,0.3,1.91,19.61
2021-07-03,17.28,24.63,11.72,71.01,0.3,1.65,18.81
2021-07-04,17.46,25.09,11.39,69.45,0.14,1.48,17.94
2021-07-05,17.49,24.94,11.55,70.32,0.42,1.61,17.84
2021-07-06,17.15,23.84,12.48,73.54,0.93,2.14,13.58
2021-07-07,17.32,24.0,12.68,70.88,0.5,2.37,15.22
2021-07-08,16.59,22.52,12.96,76.17,1.53,2.61,10.05
2021-07-09,15.81,20.76,12.46,78.57,2.81,2.05,8.93
2021-07-10,16.02,22.4,12.29,76.56,2.84,2.45,8.78
2021-07-11,16.05,22.07,11.67,74.56,0.44,2.03,12.42
2021-07-12,15.69,20.56,12.34,77.83,0.85,2.03,6.54
2021-07-13,17.18,23.73,11.34,70.84,0.12,1.64,17.92
2021-07-14,18.15,25.61,12.73,71.17,0.38,2.41,16.66
2021-07-15,17.36,23.99,13.14,74.35,0.85,3.04,9.6
2021-07-16,17.89,25.68,11.93,66.26,0.24,2.51,17.81
2021-07-17,16.69,22.64,12.25,69.39,0.54,2.55,13.39
2021-07-18,17.27,24.6,11.47,68.97,0.83,2.3,13.42
2021-07-19,16.67,23.04,11.95,73.02,1.22,1.84,19.18
2021-07-20,17.07,23.39,11.96,71.51,0.39,2.32,16.66
2021-07-21,17.44,24.9,12.85,69.31,0.67,2.63,13.2
2021-07-22,18.38,26.21,12.26,68.25,0.31,2.38,22.14
2021-07-23,17.21,22.83,13.16,76.5,2.56,1.9,17.55
2021-07-24,17.2,24.17,11.84,64.88,0.08,3.69,19.05
2021-07-25,16.96,24.64,11.15,63.64,0.3,2.5,16.71
2021-07-26,17.11,25.59,10.18,57.74,0.03,2.18,20.48
2021-07-27,16.89,23.88,10.57,65.57,0.37,2.0,19.83
2021-07-28,16.85,22.67,12.12,67.88,0.27,2.16,14.35
2021-07-29,16.0,22.56,11.87,76.11,1.17,2.08,14.17
2021-07-30,17.43,24.48,11.99,70.29,0.65,2.97,13.85
2021-07-31,17.71,26.66,11.03,59.43,0.1,3.39,23.18
2021-08-01,16.41,22.51,11.1,65.52,0.12,3.05,17.26
2021-08-02,16.78,22.4,12.02,66.57,0.29,2.29,13.85
2021-08-03,18.19,26.21,11.83,61.85,0.18,1.99,18.04
2021-08-04,17.82,25.32,12.09,67.06,0.25,2.79,16.34
2021-08-05,17.92,25.57,11.89,63.78,0.2,2.66,18.2
2021-08-06,17.19,23.2,11.77,66.39,0.16,1.95,19.04
2021-08-07,17.7,24.48,11.99,69.53,0.52,2.38,18.02
2021-08-08,18.22,25.71,12.72,71.85,1.05,2.16,17.65
2021-08-09,17.54,22.55,13.6,74.78,1.54,1.59,13.72
2021-08-10,18.19,24.41,13.86,73.53,4.71,1.6,19.52
2021-08-11,17.1,22.64,13.71,77.36,1.91,2.31,10.86
2021-08-12,17.81,25.58,12.33,71.9,0.45,2.14,13.21
2021-08-13,16.99,22.9,12.36,71.79,0.35,1.95,21.15
2021-08-14,16.04,21.24,12.91,78.98,3.06,2.59,11.67
2021-08-15,16.19,22.33,11.56,69.03,0.12,2.63,12.99
2021-08-16,17.02,23.77,11.87,71.6,0.32,2.84,13.22
2021-08-17,18.01,25.44,12.03,69.08,0.15,2.87,17.91
2021-08-18,18.77,26.74,12.82,67.02,0.39,2.61,17.67
2021-08-19,17.57,22.51,12.89,71.29,0.73,1.67,17.69
2021-08-20,16.96,22.58,12.93,63.9,0.77,2.18,14.22
2021-08-21,18.99,26.95,12.74,65.34,0.41,2.87,20.19
2021-08-22,19.51,28.19,12.16,60.32,0.17,2.94,24.87
2021-08-23,19.25,28.76,13.19,58.13,0.29,2.94,26.31
2021-08-24,18.62,28.51,11.89,52.44,0.08,2.51,27.38
2021-08-25,18.9,28.92,11.62,55.84,0.06,2.48,22.55
2021-08-26,18.37,28.92,10.01,49.84,0.03,2.16,24.08
2021-08-27,19.67,29.64,10.15,42.18,0.0,1.82,26.99
2021-08-28,20.1,28.09,11.45,46.17,0.02,1.72,25.91
2021-08-29,21.11,29.86,12.46,46.91,0.02,2.55,25.84
2021-08-30,20.41,28.61,12.73,57.72,0.21,2.11,21.87
2021-08-31,18.36,23.58,14.31,64.3,0.95,2.17,18.01
2021-09-01,19.75,27.32,13.62,59.72,0.08,3.14,16.82
2021-09-02,19.13,26.46,13.62,63.87,0.23,3.28,16.69
2021-09-03,18.44,25.27,12.87,65.07,0.1,3.12,12.54
2021-09-04,18.31,24.56,12.16,63.11,0.2,2.58,13.43
2021-09-05,18.33,26.07,11.83,62.69,0.2,2.41,19.46
2021-09-06,18.47,26.25,12.77,66.48,0.15,3.01,16.57
2021-09-07,19.03,26.78,12.77,65.46,0.29,2.92,18.09
2021-09-08,19.35,27.7,12.94,64.75,0.37,3.01,20.93
2021-09-09,18.87,26.36,12.98,66.61,0.55,3.73,13.62
2021-09-10,18.22,25.44,13.1,66.94,0.3,3.43,16.74
2021-09-11,17.93,24.65,12.03,61.38,0.12,3.28,15.67
2021-09-12,18.94,27.75,11.68,59.94,0.18,3.28,19.94
2021-09-13,20.19,29.54,12.79,58.64,0.29,3.06,21.76
2021-09-14,20.5,29.86,12.94,57.82,0.24,2.33,24.44
2021-09-15,19.85,26.68,14.07,61.02,0.35,2.22,22.81
2021-09-16,21.04,28.74,14.18,59.44,0.23,2.46,21.82
2021-09-17,21.93,30.23,14.37,56.82,0.16,2.18,22.51
2021-09-18,20.34,27.87,14.43,58.81,0.38,2.84,21.97
2021-09-19,20.71,28.51,14.11,48.99,0.06,2.42,25.62
2021-09-20,19.85,27.58,12.8,56.48,0.13,2.44,23.47
2021-09-21,20.24,28.76,13.87,62.52,0.28,3.53,23.49
2021-09-22,20.01,28.83,13.15,57.62,0.13,3.55,20.65
2021-09-23,19.48,27.46,13.38,62.8,0.28,3.69,20.63
2021-09-24,18.79,27.0,13.22,65.06,0.23,3.37,19.69
2021-09-25,18.75,25.71,12.58,58.04,0.05,3.51,21.17
2021-09-26,19.68,27.24,13.33,61.64,0.2,2.83,19.76
2021-09-27,19.75,26.97,13.01,55.33,0.03,2.51,24.78
2021-09-28,20.6,30.26,12.14,56.39,0.01,2.81,25.88
2021-09-29,21.14,30.56,13.43,58.43,0.18,3.15,27.32
2021-09-30,21.43,30.77,14.49,61.97,0.52,3.49,22.45
2021-10-01,20.6,28.58,14.67,62.81,0.88,3.14,21.75
2021-10-02,20.42,28.73,14.58,56.71,0.28,3.15,23.08
2021-10-03,21.36,30.44,13.68,52.13,0.16,2.74,24.36
2021-10-04,21.64,30.26,14.04,53.17,0.25,2.44,22.39
2021-10-05,21.49,29.52,14.0,49.9,0.2,2.54,24.84
2021-10-06,20.69,29.06,12.15,54.44,0.36,2.32,25.14
2021-10-07,20.84,27.49,13.6,54.5,0.14,1.74,23.78
2021-10-08,21.14,28.68,14.67,57.94,0.14,2.06,20.14
2021-10-09,20.76,28.34,15.04,63.72,0.24,2.82,17.86
2021-10-10,20.83,28.22,15.11,63.56,0.17,3.05,22.63
2021-10-11,20.44,27.46,14.87,62.23,0.07,3.56,18.69
2021-10-12,20.56,28.6,13.73,56.56,0.05,2.87,21.84
2021-10-13,19.58,26.37,14.26,68.45,0.54,2.93,18.25
2021-10-14,21.0,28.48,14.17,55.09,0.06,3.56,22.49
2021-10-15,20.87,28.45,14.32,58.6,0.08,3.54,19.62
2021-10-16,21.13,28.03,15.42,59.28,0.16,3.04,24.19
2021-10-17,21.52,30.39,12.63,51.68,0.01,2.56,23.54
2021-10-18,20.31,28.01,14.08,63.51,1.37,2.83,24.32
2021-10-19,20.43,27.96,14.54,65.93,2.63,3.59,20.05
2021-10-20,18.93,25.7,14.44,76.54,9.06,4.27,12.69
2021-10-21,18.76,26.23,13.65,69.28,0.85,3.43,17.52
2021-10-22,19.19,26.99,12.76,62.92,0.15,2.49,22.51
2021-10-23,19.3,27.44,12.01,61.93,0.33,2.87,24.6
2021-10-24,19.92,28.2,12.31,58.81,0.07,3.4,26.3
2021-10-25,19.94,29.17,13.1,63.46,0.96,3.09,24.41
2021-10-26,20.11,27.98,14.34,66.85,4.86,3.68,25.75
2021-10-27,19.33,27.09,13.25,65.73,2.07,3.49,21.51
2021-10-28,19.77,28.46,13.73,56.52,0.28,2.65,27.01
2021-10-29,20.2,27.6,13.48,63.97,0.14,2.38,25.05
2021-10-30,19.89,26.26,15.2,69.68,0.41,3.52,18.66
2021-10-31,20.18,26.61,15.04,67.83,0.46,3.9,19.71
2021-11-01,20.25,26.7,15.04,66.68,0.52,4.05,24.23
2021-11-02,20.32,27.19,14.85,65.03,0.37,3.73,22.4
2021-11-03,20.37,27.81,15.27,68.41,0.66,3.74,22.93
2021-11-04,20.73,28.24,15.33,63.4,0.43,3.97,23.39
2021-11-05,20.51,27.45,15.28,64.48,0.56,3.34,23.14
2021-11-06,20.91,28.9,14.51,57.22,0.11,3.15,23.22
2021-11-07,21.14,29.65,14.13,54.23,0.18,2.68,24.29
2021-11-08,20.92,29.7,13.52,53.79,0.01,2.63,25.93
2021-11-09,21.1,30.04,13.38,56.83,0.68,3.31,26.35
2021-11-10,19.72,26.49,15.7,72.56,3.16,3.79,20.08
2021-11-11,20.68,28.74,14.81,60.26,0.44,3.33,25.24
2021-11-12,20.66,29.51,12.28,57.76,0.19,3.07,25.84
2021-11-13,20.35,28.13,14.43,63.15,0.58,3.68,23.39
2021-11-14,20.22,27.77,14.86,64.76,1.27,3.91,19.37
2021-11-15,19.75,26.35,15.43,71.35,3.48,3.73,20.38
2021-11-16,19.72,26.93,14.84,69.48,1.46,3.36,18.07
2021-11-17,20.04,27.53,14.32,65.78,0.28,3.43,25.04
2021-11-18,20.53,28.53,14.36,63.84,0.85,3.18,24.82
2021-11-19,21.05,28.91,15.01,63.23,1.17,3.19,23.23
2021-11-20,20.17,26.24,15.6,74.18,3.83,2.74,22.72
2021-11-21,19.93,26.03,16.1,75.6,4.32,3.55,23.2
2021-11-22,19.37,26.2,15.51,77.49,1.93,3.05,22.09
2021-11-23,20.47,27.46,15.6,68.9,1.11,3.27,24.17
2021-11-24,20.67,27.29,14.71,65.19,0.28,2.06,23.67
2021-11-25,19.68,24.58,16.17,71.41,0.7,2.73,21.52
2021-11-26,19.76,25.81,16.16,73.99,1.72,3.33,18.49
2021-11-27,19.72,26.48,15.0,74.44,3.18,3.23,17.19
2021-11-28,18.36,22.53,15.68,81.49,5.65,3.48,19.6
2021-11-29,18.86,24.67,14.88,81.26,15.15,3.53,18.66
2021-11-30,18.23,24.49,15.28,84.63,10.53,3.87,16.06
2021-12-01,18.29,24.96,13.0,78.35,1.8,3.61,19.38
2021-12-02,18.3,25.02,14.15,81.56,7.22,3.67,14.82
2021-12-03,18.69,25.49,14.43,79.18,6.84,3.79,15.53
2021-12-04,18.65,24.44,14.92,81.03,10.47,3.93,18.34
2021-12-05,18.62,24.41,15.21,80.66,5.36,4.03,19.49
2021-12-06,18.59,24.53,14.71,79.43,2.77,3.73,21.0
2021-12-07,19.15,25.76,14.58,76.62,0.86,3.69,24.56
2021-12-08,19.12,25.57,14.69,78.59,1.92,3.41,21.54
2021-12-09,18.68,24.98,15.02,80.33,2.69,3.48,20.52
2021-12-10,18.12,23.25,14.8,79.39,1.69,3.72,17.58
2021-12-11,18.02,24.92,12.85,74.25,0.69,3.93,24.18
2021-12-12,17.2,23.33,12.48,77.5,1.7,4.39,23.57
2021-12-13,17.94,24.18,13.92,80.72,4.77,4.14,19.06
2021-12-14,18.02,22.97,15.05,84.33,14.92,3.7,18.89
2021-12-15,17.21,21.45,15.1,87.65,13.57,3.61,18.75
2021-12-16,18.5,24.02,15.01,83.76,8.15,4.2,18.26
2021-12-17,17.88,23.7,14.19,79.43,2.38,3.97,20.8
2021-12-18,18.03,23.73,13.66,83.42,6.77,2.96,21.5
2021-12-19,18.06,23.33,15.4,83.39,4.27,3.39,20.14
2021-12-20,18.24,23.36,15.1,84.96,7.92,3.86,22.34
2021-12-21,17.81,22.37,15.27,84.02,15.18,4.62,17.0
2021-12-22,17.32,22.06,14.32,85.01,16.36,3.98,17.5
2021-12-23,17.49,22.34,14.36,84.39,4.88,3.81,20.91
2021-12-24,18.13,23.25,14.66,84.93,1.21,3.61,21.07
2021-12-25,17.85,22.67,14.91,85.55,2.91,4.01,18.79
2021-12-26,18.04,23.2,14.81,85.85,7.33,3.83,17.69
2021-12-27,18.3,23.58,14.91,82.06,0.39,3.67,22.58
2021-12-28,18.0,23.22,14.78,84.71,3.4,3.36,22.55
2021-12-29,18.05,23.19,14.76,80.96,0.64,2.64,20.93
2021-12-30,18.47,23.97,14.89,78.57,0.27,2.77,23.57
2021-12-31,17.99,24.7,12.76,74.84,0.03,2.79,24.07
2022-01-01,16.68,22.86,12.1,71.58,0.0,2.38,24.51
2022-01-02,17.92,26.03,12.47,73.83,0.01,2.19,26.11
2022-01-03,17.39,25.09,11.08,73.31,0.01,2.44,26.98
2022-01-04,17.54,25.44,11.73,68.75,0.0,2.81,27.88
2022-01-05,17.49,23.81,10.69,71.65,0.81,3.0,23.1
2022-01-06,18.58,24.32,14.8,80.49,1.17,3.25,23.85
2022-01-07,19.07,25.57,14.78,76.6,0.5,3.65,23.66
2022-01-08,18.78,25.02,14.6,77.53,0.32,3.58,24.14
2022-01-09,18.4,25.74,11.41,71.99,0.06,3.31,24.64
2022-01-10,18.81,26.63,12.04,69.46,0.01,3.38,27.38
2022-01-11,18.04,24.17,12.99,70.41,0.1,4.03,25.03
2022-01-12,17.29,25.55,10.2,64.88,0.01,3.91,27.6
2022-01-13,17.12,25.89,9.14,58.04,0.0,3.41,27.66
2022-01-14,18.86,27.52,10.68,58.04,0.0,2.75,25.95
2022-01-15,19.0,26.22,13.94,74.01,0.33,1.83,16.55
2022-01-16,19.4,26.63,14.0,72.6,0.62,0.96,21.39
2022-01-17,18.94,24.23,14.91,74.41,1.81,1.39,10.54
2022-01-18,18.17,24.52,14.65,82.49,13.23,1.16,17.18
2022-01-19,18.19,22.96,15.24,81.16,3.84,2.12,20.42
2022-01-20,18.33,26.32,12.43,67.75,0.12,2.02,24.13
2022-01-21,18.5,24.82,12.01,66.92,0.45,2.36,15.7
2022-01-22,18.85,26.01,13.86,75.33,2.83,2.73,22.21
2022-01-23,18.7,26.49,12.68,67.07,0.16,2.72,20.46
2022-01-24,18.82,27.7,12.28,62.09,0.08,2.48,20.8
2022-01-25,18.24,26.72,11.94,64.1,0.02,3.02,25.56
2022-01-26,17.72,26.45,10.75,62.69,0.0,2.92,27.94
2022-01-27,17.5,26.3,10.42,60.89,0.0,2.56,26.98
2022-01-28,19.61,29.0,11.25,54.69,0.01,2.72,24.43
2022-01-29,19.19,27.2,12.1,62.66,0.07,3.04,23.68
2022-01-30,19.24,27.28,12.51,67.59,0.37,2.9,25.69
2022-01-31,19.62,27.16,14.36,69.65,0.34,2.54,12.8
2022-02-01,18.81,24.29,14.4,69.27,0.13,1.93,18.05
2022-02-02,20.02,26.51,13.86,69.07,0.45,3.27,18.07
2022-02-03,20.13,27.03,15.54,71.87,0.42,4.09,18.77
2022-02-04,20.16,28.3,13.57,67.11,0.91,3.09,24.13
2022-02-05,20.64,27.9,14.13,63.97,0.59,2.14,23.14
